¿En cuál vas?,ID,Comentario,Gobierno,Oposición,Posible Contradicción
1446,2814,"... con Chuqui Gordilla de PRESIDENTA, y, Chaplin cadrikulado en Hacienda, México sería SUUUUUPEEEER POOOTEEENCIIIAAAAAA!!!",0,-1,
1447,5999,Por dignidad si le queda algo que renuncie.  La oposición es una vergüenza,0,0,
1448,1993,VIVA AMLOGracias por su trabajo en bien del pueblo.,1,0,
1449,8110,Hay mi pendeja,0,0,
1450,1278,"ah caray!? cuando ellos gobernaron lo principal era el pueblo?, la prosperidad de México?... razón tienen el pueblo no olvida quienes son todos ustedes!...",0,0,
1451,8034,Es la pura verdad,0,0,
1452,7816,más ladino ese cuate...,0,0,
1453,6777,"Dinos algo de tu amigo ricky ofarril, pasa shisma!",0,0,
1454,5433,"Cuanta ""Tolerancia"" de parte del ""periodista"" ni siquiera presento argumentos simplemente lo corrió",0,0,
1455,7770,Valgame Dios que tragedia,0,0,
1456,6333,Gracias por su aportación a la verdad. Son realmente increíbles,0,0,
1457,7252,Apoyo total a Gerardo Fernández NOROÑA,1,0,
1458,1769,Margarita zavala sera recordada en la historia por este discurso! En hora buena,0,1,
1459,7660,ja ja ja ja en su planeta!!,0,0,
1460,7184,Saludos campe gracias por la informacion,0,0,
1461,2421,"Tlapa era el pueblo del que salió mi papá por la pobreza, y llegó a Mexico y cuando pudo les ayudo a sus trabajadores a comprar su terreno porque tenía buen corazón  Gente valiosa en esos lugares.",0,0,
1462,6915,Chulada de tercia abrazos  a estos periodistas,0,0,
1463,4160,Y haci son diputados no saben ni leer,0,0,
1464,4772,Pura verdad. Y actualmente tienen la capacidad de ejercer violencia por mefio de la delincuencia y es tambien un mefio valido para obtener el poder y mantener al pueblo pisoteado.,0,0,
1465,5230,"QUÉ GUSTO ME DA VER A ESTE EXTRAORDINARIO PERIODISTA : FRANCISCO CRUZ . ¡BIEN DOCUMENTADO , Y MUY BIEN NARRADO .!",0,0,
1466,1964,Quadri para presidente de la república de Plaza Sésamo,0,-1,
1467,3172,Loret té queda bien la comedia eres gran comediante ahí quédate así te queremos ver dando risa,0,-1,
1468,1909,"Raramente todo el PRI está en morena, no murió, solo evolucionó",-1,0,
1469,4289,¡Muy bien dicho Margarinflas!,0,-1,
1470,1567,"Chumy en el sur de Veracruz no hay vacunas en hospitales y eso cuando estaba el PRI no pasaba ,saludos",0,1,
1471,1147,Aquí en Chiapas nos pone muchas trabas para aser contrato de la CFE y luego si está un poco lejos el poste se tiene que poner otro pero la CFE nos dice que tenemos que pagar el poste como ciudadano,0,0,
1472,5243,"Aquí el gas de 20 kilos peña lo dejo en 420 , a ido bajando, y actualmente me cobraron 340 el tanque de 20 kilos",0,-1,
1473,4115,Buenos dias desde Florida usa AMLO 100%,1,0,
1474,7991,Excelente pulso!!!,0,0,
1475,2537,"Excelente trabajó,  felicidades es un agasajo el verlos y disfrutar todo lo que hacen y nos presentan, gracias y bendiciones de todo corazón, mis queridos hermanoooos!",0,0,
1476,3127,EN POCAS PALABRAS MARGARITA DICENI NOS BENEFICIA NI NOS PERJUDICAANTES TODO LO CINTRARIO. E DICHO,0,0,
1477,6201,A veces ya no se si reírme o llorar con tanto puerco en el gobierno,-1,0,
1478,1150,Genial tu explicación de quien es y donde tenemos ahora a nuestra Secreteria de Gobernación. Me Dueles México.... es de no creerese. Aunque sin ser ingenuos; es una estrategia de el viejito santo.,0,0,
1479,4190,Admirable mi presidente no está sólo,1,0,
1480,5062,Botar por la BOTARGA? solamente el que no este cuerdo podría botar por ella A  si ya se quien va a botar X ella su familia. Pobres,0,0,
1481,6212,"Como ven que su jefa piña hace lo que quiere, por eso ya andan asi",0,0,
1482,2985,"Uuuuuuuuffffffff!!!!!...como los mega extrañe y aún más extrañé su genialidad, grande Carlos y grande Brozo..",0,0,
1483,1922,"Ya nadie les cree a Loret ni a Brozo, el pueblo ya desperto!",0,-1,
1484,152,CIUDADANO ENTIENDE QUE PODREDUMBRE HAY EN EL GOBIERNO HAZ QUE TU VOTO VALGA QUEREMOS UN MEXICO LINDO Y QUERIDO. GRACIAS LORET Y BROZO POR LA VALENTIA DE INFORMARNOS,0,1,
1485,1638,"estos corruptos eatan ardidos. Asi que se queden, que viva Mexico, con estos solo viven ellos.",0,0,
1486,7244,Pobre infeliz cínico entre los cínicos,0,0,
1487,4331,Puras vergüenzas con morena,-1,0,
1488,7555,Así o mas a modo la entrevista,0,0,
1489,7009,Jajajajaja Esa piñata no gana nada. Jajajaja,0,0,
1490,4731,"Saludos a todos los críticos...y para no menospreciar a algún perdido, también saludo con gusto a aquellos que han salido de la Mamatriz y andan por acá, luchando por la croqueta diaria!!!!!!",0,0,
1491,7973,Exacto. Que precisa,0,0,
1492,538,"AMLO es único e insuperable, solo el pueblo participativo, unido y con el voto puede mantener la transformación!!Viva Nuestro Presidente AMLO y ni un paso atrás. A hacer oídos sordos a los fanáticos divisionistas!!",1,0,
1493,5102,Claro que sí Sr. Precidente somos millones los que lo respetamos y amamos adelante a él lo proteje El Pueblo y sobre todo Dios,1,0,
1494,3968,Porque dejaron entrar a esa cochinada al Akron!?,0,0,
1495,2398,"En México hemos retrocedido, ya nadie es responsable de nada, siempre hay que culpar a otro de nuestros actos. ahora es culpa de la noche, es culpa de la playa y es culpa de la lluvia, sera que no me amas.",0,0,
1496,2821,Buenísimo el Ministro Alcantara Carranca !!! . Al nivel de la Ministra Norma Piña !!! Más mexicanos como ellos por favor !!,0,0,
1497,2385,Aguas chumi no te vaya acusar el gober Cuitláhuac de inspirar a Tenoch con el calorsh a no ser un niño sin amor y te vayan a detener por traer los pañales sucios jajaja te la comes sin pretexto te van a gritar,0,0,
1498,6717,Este es hermano del Saco de Pus? Se parecen un buen.,0,0,
1499,3277,"Si, yo la votaría!!!Creo qué todos, asta los de la derecha,La votarían a la grande!!!!",0,0,
1500,4881,"Gracias a todo su equipo de salud y Gobernadores que le dan la gran importancia a la salud y apoyo a todos los que no tienen seguridad, mil gracias a todos",0,0,
1501,3490,Es como decirle a los sabiondos cuál títere quieres Creel o Gálvez jajaja,0,1,
1502,6596,"Uno de los mejores pulsos.¡ Gracias, gracias, GRACIAS !",0,0,
1503,7160,Mejor deberia entregarse a la autoridad.,0,0,
1504,7576,Buen episodio en buen momento.,0,0,
1505,6513,Que tristeza de los jueces tenía miedo que votaron muchos,0,0,
1506,4177,"Por supuesto que SI, y también el PAN",0,0,
1507,7273,Lo peor es que ahora es el gobernador,0,0,
1508,6221,"Yo se que ya sabrán , pero ,por q no esta el estaca en el estudio?",0,0,
1509,5397,"Pues lo diran de broma pero aún hay gente que alega que es todo un complot contra el ""mejor"" de todos",0,0,
1510,5061,Campe porque no se hace un plan dónde el INE facilite su credencial a todos aquellos que están en Estados Unidos que quieran votar,0,0,
1511,7065,Hay que llamar ha juicio ha los opositores,0,0,
1512,4224,esa Tellez es una buena comediante,0,-1,
1513,7344,Una repentina punzada en la prostata,0,0,
1514,6431,Deja de hacerle al cuento si dijiste que quitaran los apoyos,0,0,
1515,6773,Desde cuando los becarios se revelan?? Pinché irán,0,0,
1516,1644,En esa entrevista el presidente AMLO lo que dijo lo a cumplido que más queremos que viva AMLO,1,0,
1517,2331,"Sería una vergüenza que se postulé gente que tiene poca simpatía es grosera, racista, clasista se la pasa criticando y ofendiendo a la gente del pueblo... Mexicanos que quieren gente buena y trabajadora como gobernantes. No payas@s.",0,0,
1518,1218,"Como siempre, muy buenos. La realidad de México me deprime, pero cuando los veo y escucho, me río un poco de mi desgracia, y veo que no todos estan fritos...""es un honor...""",0,0,
1519,6700,Como de ser periodistas ahora son comediantes jajaja,0,0,
1520,1867,"Hay una paradoja ,como el AMLO del pasado sabía de los 43 y de Loret",0,0,
1521,6810,no creo qu tenga alguna  oportunidad de contender,0,0,
1522,1967,"Alito héroe de la patria, gracias por sepultar al PRI.",0,-1,
1523,3551,"La pandemia dejo crisis por la pandemia, inflación en todos los países",0,0,
1524,3315,"Traidores, muerden la mano por el cual estuvieron tragando, gracias a él y por PRI.",0,-1,
1525,2649,Muchas gracias CAmpe por su tan valiosa información con su gran apoyo MÉXICO está INFORMADO  gracias CAmpe por su gran esfuerzo muchas bendiciones,1,0,
1526,1018,"Jajajaja El chaparrón bonaparte, cuando dice ""salvemos a México "":Quiere decir, salvemos nuestros bolsillos y nuestras cuentas bancarias de unos cuantos privilegiados, me encanta ver cómo se descubren los Marranos buenos para nada, solo para robar y robar y robar.",0,0,
1527,5094,"Excelente entrevista. Preguntas muy buenas, duras pero con educación. Y Noroña como siempre, ágil de mente y firme convicción.",0,0,
1528,4229,guardia nacional resort!!! jajaja,0,0,
1529,6105,Presiento qué tao pai pai  va usar ese gingle como espot en su campaña,0,0,
1530,6115,El caso de esta mujer esta muy bueno para mi maestría en Psiquiatría.,0,0,
1531,3312,No pierdo la esperanza de que Loret aconseje nuevamente de como invertir en dólares.,0,-1,
1532,6144,Si podemos pero que tú no vuelvas a tener un puesto en el gobierno .,0,0,
1533,6808,Excelente persona mil respeto  no hay una persona,0,0,
1534,2981,Hablen de los negocios de tu patrón y Juan collado; de todos modos el prian está muerto : se les acabo el 20.,0,-1,
1535,4608,"Genial como siempre. Gracias  por sus aportaciones tan profesionales y descubriendo  la podredumbre del ""peje lagarto""  porque  el dijo en la mañana  que le dicen peje pero no lagarto. Pues yo se lo digo como ve!  Porque el vive de mis impuestos",-1,0,
1536,2543,Campe tengo un temor muy grande con quién valla  ser el secesor de Andrés Manuel Obrador será muy difícil para quien quede seguir sus pasos y proyectos que se queden,1,0,
1537,3706,Pura pinche vergüenza con la representación política nacional,0,0,
1538,3222,"Sr diputado Gerardo Noroña le deseo  muchos votos ,  para la Presidencia de la República.",1,0,
1539,7109,Jajaja pobrecillo compa esta mal enterado,0,0,
1540,2859,"Me encantó el video, dice Brozo: ""No ganaste tú, gané yo, tú levantas la mano cuando yo te diga, pendejo"", jajajaja.....",0,0,
1541,3050,No digan mamadas a este paso todo morena se va a tomar licencia y nos vamos a quedar sin cenadores alv.,-1,0,
1542,6375,Las quieren quitar para no dar el servicio y los medicamentos,0,0,
1543,7196,"Dijiste ""Fiscalía"" y no hubo guitarrazo",0,0,
1544,4105,Mi amado PRESIDENTE!! Al 1000 contigo!!!,1,0,
1545,979,"José Manuel Torres Cozumel, (nacido en 1982) podría convertirse en el presidente más joven del último siglo.Ingeniero de profesión, encontró su pasión en la crítica política y el humor.Y podrían ser el primer presidente orgullosamente bisexual XD.Tendríamos presidente y primera dama en el mismo individuo.",0,0,
1546,6927,En mi pueblo dirian el burro ablando de orejas,0,0,
1547,3125,"11:55 “El Capetillo de Macuspana”  No mames, hasta se me fue el trago de café por el camino viejo",0,0,
1548,5457,Campe en la alcaldía iztapalapa el gas a bajado de 490 a 270 el tanque de 20 kilos. Gas bienestar.,0,0,
1549,7045,A SAMUEL GARCIA NO LO QUIEREN EN NUEVO LEON,-1,0,
1550,4415,A wiwi que es Quadri,0,0,
1551,7417,"La verdadera madre de cantinflas """,0,0,
1552,8031,me encanta verlos,0,0,
1553,2198,Pobres ilusos se agarran de cualquier situación sin importancia para censurar. Ya se le termino a esta Señora (si se le puede dar ese calificativo) el rollo de tela para su crítica. No se ha dado cuenta cómo hablan y se expresan los ALCOHÓLICOS (como el que tiene en su casa) el pueblo preferimos al que vive EN EL PALACIO TIENE MAS CULTURA QUE LOS CALDERÓN ZAVALA.,0,0,
1554,2042,Felicidades Loret y Brozo! Muy buena lectura!,0,1,
1555,2989,"Definitivamente está muy difícil la situación política de nuestro país. Y súper polarizada, gracias a morena",0,-1,
1556,1973,"El , pRI es el que duró 100 años el Pan solo 12 años.",0,-1,
1557,3731,Como no si sabemos de las Normas de salud trabajo en el imss,0,0,
1558,8163,Excelente!!,0,0,
1559,428,"Nooo!!! Que me perdonen los jumentos, mulas y las hienas, pero el cruel que mantenemos con nuestros impuestos, la guillotina francesa le queda chica, para cobrarle tantas muertes, dolor, coraje y rabia que ya se vaya a su rancho (dicen que lo está arreglando el ejército) , felicitaciones a Brozo y Loret por su labor, saludos desde México 🇲🇽",0,0,
1560,3638,Respaldo total hasta el final mí querido sr presidente 🇲🇽🇲🇽🇲🇽🇲🇽🇲🇽,0,0,
1561,5549,La señora nueva ministra va hacer lo que la madre del Peje no hizo...   Enseñarle a respetar️,0,0,
1562,2310,"Recuerdo que morena cuando se creo, al afiliarte tenias que aportar el 10% de tus ingresos, asi nuestro preciso tuvo la oportunidad para hacer campaña por 12 años. y no entiendo por que no aclaran esta parte y solo responsabilizan a Delfina.",1,0,
1563,1034,"Ladren lo que ladren son de lo mejor y mejor aún son el dolor de  del anciano de palacio, Bravo gracias por esa valentía, es lo Que nos da a los mexicanos, el valor y la fuerza para luchar por nuestro país... No dejen de hacer ese extraordinario trabajo",0,1,
1564,5272,Se me hace que una IA te hace los libretos... me dobla la risa cada que veo El Pulso. Saludos desde Chihuahua.,0,0,
1565,920,"A nivel social y político no es correcto llamar así a una persona (por cuestiones de la cultura de género que no voy a tocar). Desafortunadamente o afortunadamente vivimos en una época donde el sistema de valores se rige por el marxismo cultural o permivisidad. Acerca de la posible expulsión puedo decir que lleva tintes politiqueros ya que el diputado del PAN, tiene muchas conexiones con las llamadas organizaciones ambientalistas las cuales están generando la disputa de si se construye algo que esta en el sur.",0,0,
1566,932,"Señores periodistas. Realmente su oficio es muy noble. Tener que aguantar tanto cantinfleo de esta pobre mujer “o sea”, a cada rato lo repetía y su risa de nerviosismo. Que bueno que no la dejaron entrar a la mañanera. Pues al estar enfrente de nuestro Presidente no iba a dejar de reírse de nervios y lo poco que hubiera hablado ya se hubiera hecho “bolas “ y todos estaríamos confundidos de que fue lo que dijo.",1,0,
1567,6843,Genios! Como me hacen reír ante tanta desgracia.,0,0,
1568,327,Eso tu crees de morena .el pri no tiene duda que la desgracia ers tu alito en su partido.tienes mi apoyo para aniquilar al PRI,0,-1,
1569,5098,"no me siento mal por mi edomex, ya estamos acostumbrados a gobiernos pesimos, corrupcion, desfalcos. solo gobernara otro color",1,0,
1570,5513,Jajajajajajaajajajajajajajaaj ah se mamaron con lo de  alejandra y delfina jajajajajajajajajaja,-1,-1,
1571,1880,La reconstrucción del país ya la inició nuestro presidente obrador,0,0,
1572,721,"Es un honor y un gran gusto,Estar con ADÁN AUGUSTO.Voto MASIVO por MORENA y aliadospara lograr el PLAN C en 2024.",1,0,
1573,4286,Saludos españoles desde México,0,0,
1574,4517,Señor Precidente Usted Cuenta  con el apollo de todo el pueblo  le pedimos tanto al Señor Todo Poderoso que lo cuide y proteja de todos estos malos enemigos que le tienen tanta envidia  se ve el coraje y la envidia  que tienen esos malos enemigos cuando lo están entrevistando  por supuesto que su pueblo lo va  A cuidar   y con la ayuda de Dios Padre usted va  A salir en Adelante   porque Dios nuestro Señor  está viendo  que Usted es muy Legal  y nos toma en cuenta  A nosotros los pobres y marginados  cuando en tanto años los demás precidentes  nos tomaban en cuenta  y nos ayudaban  todo era para ellos  pero ya se les acabó su minita por eso es que no lo quieren   pero todo el pueblo está con Usted  muchas Bendiciones  Para Usted Y Su Familia,1,0,
1575,3958,saludos desde madero tamaulipas te amo chummy bb,0,1,
1576,5952,"Nada más un detallito, el de Nacozari solo era un héroe, singular, no héroes",0,0,
1577,5764,La verdad siempre veo a los periodistas pero una entrevista con esta mujer da weba.,0,0,
1578,3869,Todo nuestro apoyo a nuestro presidente y mucha salud,1,0,
1579,7173,A cuatro años después de esta entrevista,0,0,
1580,7314,"""Yo cuando digo una cosa digo otra"".",0,0,
1581,5269,Felicidades sr francisco cruz .Excelente periodista cn mucha sabiduria .  Saludos cordiales y cn mucho respeto.,0,0,
1582,290,"Que sea presidenta del partido PRIANRD, haber si ahi la apoyan, no creo que Riki rikin canallin o Alito Moreno, o markito Cortés, la de dejen ruñir el hueso...",0,-1,
